person_id,姓名,性别,年龄,年龄段,家庭状态,职业大类,occupation_code,具体职位,home_place_id,work_place_id,school_place_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,employer_id,personality_summary
P07156,王宁雨,女,41,40-45,有未成年孩子,自由业者,freelancer,咨询顾问,PL_W659732659,PL_N14007226985,PL_W41363542,0.18,0.15,0.68,0.33,0.40,0.60,0.79,0.54,0.48,0.15,克制务实,ORG_N14007226985,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P07157,刘晓思,女,22,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W661204079,PL_W23447393,PL_W23447393,0.27,0.30,0.71,0.30,0.54,0.23,0.57,0.55,0.75,0.35,直接简洁,ORG_W23447393,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；更偏好住处或工作地点附近的活动。交流方式直接简洁，生活取向相对均衡。
P07158,张晴涵,女,32,30-34,有未成年孩子,上班族,office_worker,财务经理,PL_W659252586,PL_W76001386,PL_N10649797327,0.87,0.63,0.52,0.44,0.53,0.39,0.79,0.29,0.49,0.26,健谈外向,ORG_UNRES_W76001386,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P07159,于源思,女,41,40-45,有未成年孩子,上班族,office_worker,高级数据分析师,PL_W1202558561,PL_W366234297,PL_W29196647,0.60,0.36,0.58,0.58,0.55,0.26,0.52,0.84,0.75,0.66,坦率热情,ORG_W366234297,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P07160,徐雨星,女,29,25-29,无需要照顾的孩子,自由业者,freelancer,咨询顾问,PL_W704229385,PL_W704229385,,0.22,0.20,0.74,0.48,0.55,0.32,0.26,0.63,0.49,0.61,克制务实,ORG_UNRES_W704229385,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07161,邓哲,男,37,35-39,无需要照顾的孩子,体力劳动者,manual_worker,搬运工,PL_W705507615,PL_W34720497,,0.65,0.77,0.43,0.63,0.36,0.60,0.68,0.16,0.67,0.75,沉稳耐心,ORG_UNRES_W34720497,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07162,王嘉,女,40,40-45,有成年孩子,上班族,office_worker,HR经理,PL_W659831067,PL_W657936379,,0.67,0.28,0.47,0.59,0.54,0.57,0.62,0.67,0.55,0.60,克制务实,ORG_W657936379,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07163,冯言乐,女,25,25-29,有未成年孩子,体力劳动者,manual_worker,汽车技师,PL_W662786679,PL_W662521533,PL_W35798787,0.34,0.70,0.42,0.30,0.41,0.06,0.68,0.25,0.58,0.17,克制务实,ORG_UNRES_W662521533,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P07164,冯欣婷,女,20,18-24,无需要照顾的孩子,服务业者,service_worker,房产经纪,PL_W702587009,PL_W804362970,,0.96,0.72,0.43,0.89,0.70,0.57,0.32,0.68,0.79,0.42,坦率热情,ORG_UNRES_W804362970,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式坦率热情，喜欢晚间外出。
P07165,董知桐,女,27,25-29,无需要照顾的孩子,服务业者,service_worker,房产经纪,PL_W705132821,PL_W31363802,,0.33,0.23,0.48,0.47,0.67,0.51,0.22,0.28,0.53,0.43,克制务实,ORG_UNRES_W31363802,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07166,刘景思,男,37,35-39,有未成年孩子,体力劳动者,manual_worker,配送员,PL_W660633182,PL_W129732406,PL_W35836503,0.32,0.60,0.51,0.30,0.55,0.44,0.35,0.89,0.59,0.47,温和体贴,ORG_UNRES_W129732406,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式温和体贴，生活取向相对均衡。
P07167,杨源语,女,27,25-29,有未成年孩子,体力劳动者,manual_worker,安装工,PL_W659449304,PL_W59244472,PL_W369392223,0.59,0.55,0.50,0.73,0.67,0.32,0.60,0.49,0.48,0.64,克制务实,ORG_W59244467,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P07168,杨若星,女,21,18-24,无需要照顾的孩子,服务业者,service_worker,零售店员,PL_W704229405,PL_N13277479963,,0.49,0.21,0.62,0.30,0.42,0.24,0.41,0.36,0.51,0.65,克制务实,ORG_N13277479963,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P07169,孙思星,女,27,25-29,无需要照顾的孩子,上班族,office_worker,设计师,PL_W1265099238,PL_W27767637,,0.50,0.44,0.54,0.45,0.79,0.71,0.77,0.57,0.72,0.08,直接简洁,ORG_W27767637,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系，喜欢晚间外出。
P07170,曹乐星,女,32,30-34,有未成年孩子,自由业者,freelancer,独立承包商,PL_W34229575,PL_N12785242442,PL_W705109213,0.52,0.23,0.68,0.65,0.71,0.68,0.78,0.87,0.27,0.39,温和体贴,ORG_N12785242442,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，喜欢晚间外出。
P07171,王瑶羽,女,40,40-45,有未成年孩子,服务业者,service_worker,酒店服务人员,PL_W43811014,PL_W62058559,PL_W224442754,0.42,0.38,0.45,0.34,0.27,0.23,0.63,0.74,0.63,0.62,温和体贴,ORG_W62058559,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P07172,张清,女,32,30-34,无需要照顾的孩子,服务业者,service_worker,酒店前台,PL_W661777469,PL_W55896876,,0.40,0.37,0.62,0.53,0.42,0.18,0.12,0.47,0.60,0.76,沉稳耐心,ORG_W55896876,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07173,梁佳宁,女,38,35-39,有未成年孩子,上班族,office_worker,财务专员,PL_W705519668,PL_W141284992,PL_N712595018,0.71,0.76,0.32,0.54,0.57,0.62,0.77,0.31,0.22,0.65,健谈外向,ORG_W141284992,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P07174,王豪,男,30,30-34,无需要照顾的孩子,上班族,office_worker,财务专员,PL_W31754596,PL_W205960481,,0.52,0.35,0.54,0.32,0.60,0.19,0.48,0.52,0.91,0.23,直接简洁,ORG_N2159618518,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式直接简洁，生活取向相对均衡。
P07175,王瑶晓,女,40,40-45,有未成年孩子,上班族,office_worker,财务主管,PL_W659732579,PL_W58271363,PL_W369392223,0.33,0.16,0.72,0.34,0.41,0.79,0.73,0.41,0.11,0.74,沉稳耐心,ORG_W58271363,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P07176,胡源曦,女,31,30-34,有未成年孩子,服务业者,service_worker,健身教练,PL_W31757257,PL_W30982773,PL_W34777564,0.54,0.67,0.59,0.38,0.52,0.67,0.38,0.32,0.65,0.84,沉稳耐心,ORG_W30982773,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P07177,张辰涵,女,41,40-45,有未成年孩子,上班族,office_worker,产品经理,PL_W703776817,PL_W62256155,PL_W688267158,0.66,0.67,0.49,0.60,0.64,0.29,0.88,0.54,0.37,0.55,克制务实,ORG_N13605219225,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P07178,陈宁婷,女,18,18-24,无需要照顾的孩子,服务业者,service_worker,餐厅服务员,PL_W661076519,PL_N1213476942,,0.68,0.66,0.39,0.71,0.44,0.60,0.55,0.30,0.63,0.43,健谈外向,ORG_N1213476942,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P07179,袁婷,女,41,40-45,无需要照顾的孩子,上班族,office_worker,HR经理,PL_W31616712,PL_W122204304,,0.86,0.67,0.31,0.77,0.66,0.70,0.65,0.31,0.47,0.37,健谈外向,ORG_W122204304,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P07180,高宇浩,男,32,30-34,无需要照顾的孩子,上班族,office_worker,高级运营专员,PL_W705512157,PL_W662453980,,0.93,0.74,0.48,0.68,0.53,0.36,0.36,0.73,0.29,0.56,温和体贴,ORG_UNRES_W662453980,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P07181,王浩,男,18,18-24,无需要照顾的孩子,大学生,university_student,本科生,PL_W33036600,PL_W1024399954,PL_W1024399954,0.79,0.43,0.56,0.53,0.48,0.65,0.26,0.63,0.65,0.60,健谈外向,ORG_W1024399954,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P07182,王子可,女,33,30-34,有未成年孩子,服务业者,service_worker,厨师,PL_W659333453,PL_W34545829,PL_W226096987,0.29,0.25,0.76,0.49,0.43,0.82,0.30,0.40,0.63,0.53,克制务实,ORG_W34545829,性格偏安静，更喜欢小范围交往和熟悉的人。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07183,孙雅曦,女,21,18-24,无需要照顾的孩子,上班族,office_worker,财务专员,PL_W705010197,PL_W256116927,,0.23,0.40,0.49,0.44,0.41,0.48,0.31,0.14,0.79,0.43,直接简洁,ORG_W256116927,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P07184,徐哲梓,男,29,25-29,无需要照顾的孩子,上班族,office_worker,会计,PL_W705115243,PL_W660830763,,0.54,0.73,0.39,0.64,0.34,0.45,0.59,0.53,0.62,0.52,克制务实,ORG_UNRES_W660830763,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07185,高欣彤,女,45,40-45,无需要照顾的孩子,服务业者,service_worker,美容师,PL_W33036600,PL_N1300031485,,0.48,0.72,0.33,0.46,0.52,0.34,0.54,0.18,0.71,0.36,直接简洁,ORG_N1300031485,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P07186,陈雅辰,女,29,25-29,无需要照顾的孩子,大学生,university_student,硕士研究生,PL_W170052634,PL_W775640504,PL_W775640504,0.40,0.03,0.72,0.36,0.47,0.36,0.36,0.49,0.19,0.26,克制务实,ORG_W775640504,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07187,李知佳,女,38,35-39,无需要照顾的孩子,服务业者,service_worker,咖啡师,PL_W661636896,PL_N7596808399,,0.25,0.54,0.44,0.54,0.39,0.45,0.49,0.32,0.52,0.56,克制务实,ORG_N7596808399,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P07188,李乐子,男,39,35-39,有未成年孩子,自由业者,freelancer,自由销售,PL_W59434209,PL_W59434209,PL_W760844017,0.48,0.02,0.98,0.39,0.58,0.40,0.98,0.25,0.75,0.19,直接简洁,ORG_UNRES_W59434209,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式直接简洁，重视家庭联系。
P07189,张怡知,女,30,30-34,有未成年孩子,体力劳动者,manual_worker,汽车技师,PL_W1341459059,PL_W658018645,PL_W688045884,0.50,0.86,0.25,0.49,0.43,0.78,0.30,0.49,0.82,0.20,直接简洁,ORG_UNRES_W658018645,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P07190,李桐瑶,女,39,35-39,有未成年孩子,自由业者,freelancer,独立程序员,PL_W659341003,PL_W557896229,PL_W688047029,0.69,0.44,0.57,0.35,0.68,0.15,0.44,0.58,0.25,0.63,健谈外向,ORG_UNRES_W557896229,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P07191,杨子豪,男,33,30-34,无需要照顾的孩子,自由业者,freelancer,摄影师,PL_W661956888,PL_W1306222715,,0.66,0.35,0.61,0.75,0.55,0.49,0.23,0.51,0.61,0.87,沉稳耐心,ORG_W1306222715,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，处理分歧时较有耐心。
